"tagnum","line","SALK_Line","fruits.removed","alive.at.harvest","comments"
1,"066755c","SALK_066755C",0,0,
2,"066755c","SALK_066755C",3,1,
3,"066755c","SALK_066755C",0,1,
4,"066755c","SALK_066755C",0,0,
5,"066755c","SALK_066755C",0,1,
6,"066755c","SALK_066755C",0,1,
7,"066755c","SALK_066755C",0,1,
8,"066755c","SALK_066755C",0,0,
9,"066755c","SALK_066755C",0,1,
10,"038957c","SALK_038957C",0,0,
11,"038957c","SALK_038957C",3,1,
12,"038957c","SALK_038957C",0,0,
13,"038957c","SALK_038957C",0,0,
14,"108266c","SALK_108266C",0,0,
15,"108266c","SALK_108266C",0,1,
16,"108266c","SALK_108266C",0,1,
17,"108266c","SALK_108266C",0,1,
18,"108266c","SALK_108266C",0,1,
19,"108266c","SALK_108266C",0,1,
20,"108266c","SALK_108266C",0,1,
21,"108266c","SALK_108266C",0,0,
22,"108266c","SALK_108266C",0,0,
23,"108266c","SALK_108266C",3,1,
24,"108266c","SALK_108266C",0,1,
25,"108266c","SALK_108266C",0,0,
26,"109171c","SALK_109171C",0,1,
27,"109171c","SALK_109171C",3,1,
28,"109171c","SALK_109171C",0,1,
29,"109171c","SALK_109171C",0,1,
30,"109171c","SALK_109171C",0,0,
31,"109171c","SALK_109171C",0,1,
32,"109171c","SALK_109171C",0,1,
33,"109171c","SALK_109171C",0,1,
34,"109171c","SALK_109171C",0,1,
35,"109171c","SALK_109171C",0,1,
36,"109171c","SALK_109171C",0,1,
37,"104706c","SALK_104706C",0,1,
38,"104706c","SALK_104706C",0,1,
39,"104706c","SALK_104706C",0,1,
40,"104706c","SALK_104706C",0,1,
41,"104706c","SALK_104706C",3,1,
42,"104706c","SALK_104706C",0,1,
43,"104706c","SALK_104706C",0,1,
44,"104706c","SALK_104706C",0,1,
45,"104706c","SALK_104706C",0,1,
46,"104706c","SALK_104706C",0,1,
47,"104706c","SALK_104706C",0,1,
48,"104706c","SALK_104706C",0,0,
49,"104706c","SALK_104706C",0,1,
50,"038445c","SALK_038445C",0,1,
51,"038445c","SALK_038445C",0,1,
52,"038445c","SALK_038445C",0,0,
53,"038445c","SALK_038445C",3,1,
54,"038445c","SALK_038445C",0,0,
55,"038445c","SALK_038445C",0,0,
56,"038445c","SALK_038445C",0,1,
57,"038445c","SALK_038445C",0,1,
58,"038445c","SALK_038445C",0,0,
59,"038445c","SALK_038445C",0,1,
60,"038445c","SALK_038445C",0,1,
61,"108221c","SALK_108221C",0,1,
62,"108221c","SALK_108221C",0,0,
63,"108221c","SALK_108221C",3,1,
64,"108221c","SALK_108221C",0,1,
65,"108221c","SALK_108221C",0,0,
66,"108221c","SALK_108221C",0,1,
67,"108221c","SALK_108221C",0,0,
68,"074274c","SALK_074274C",0,1,
69,"074274c","SALK_074274C",0,1,
70,"074274c","SALK_074274C",0,1,
71,"074274c","SALK_074274C",0,1,
72,"074274c","SALK_074274C",0,1,
73,"074274c","SALK_074274C",0,0,
74,"074274c","SALK_074274C",0,1,
75,"074274c","SALK_074274C",0,1,
76,"074274c","SALK_074274C",0,1,
77,"074274c","SALK_074274C",3,1,
78,"017933c","SALK_017933C",0,0,
79,"017933c","SALK_017933C",0,1,
80,"017933c","SALK_017933C",0,1,
81,"017933c","SALK_017933C",0,1,
82,"017933c","SALK_017933C",0,1,
83,"017933c","SALK_017933C",3,1,
84,"017933c","SALK_017933C",0,1,
85,"017933c","SALK_017933C",0,1,
86,"cs60000","CS60000",0,1,
87,"cs60000","CS60000",0,1,
88,"cs60000","CS60000",0,1,
89,"cs60000","CS60000",0,1,
90,"cs60000","CS60000",0,1,
91,"cs60000","CS60000",0,1,
92,"cs60000","CS60000",0,1,
93,"cs60000","CS60000",3,1,
94,"cs60000","CS60000",0,1,
95,"cs60000","CS60000",0,1,
96,"cs60000","CS60000",0,1,
97,"cs60000","CS60000",0,1,
98,"cs60000","CS60000",0,1,
99,"006054c","SALK_006054C",0,1,
100,"006054c","SALK_006054C",0,1,
101,"006054c","SALK_006054C",0,0,
102,"006054c","SALK_006054C",0,0,
103,"006054c","SALK_006054C",0,1,
104,"006054c","SALK_006054C",0,1,
105,"006054c","SALK_006054C",3,1,
106,"006054c","SALK_006054C",0,1,
107,"006054c","SALK_006054C",0,0,
108,"023712c","SALK_023712C",0,1,
109,"023712c","SALK_023712C",3,1,
110,"023712c","SALK_023712C",0,1,
111,"023712c","SALK_023712C",0,0,
112,"023712c","SALK_023712C",0,0,
113,"023712c","SALK_023712C",0,1,
114,"023712c","SALK_023712C",0,1,
115,"023712c","SALK_023712C",0,0,
116,"023712c","SALK_023712C",0,1,
117,"023712c","SALK_023712C",0,1,
118,"023712c","SALK_023712C",0,1,
119,"023712c","SALK_023712C",0,1,
120,"021006c","SALK_021006C",0,1,
121,"021006c","SALK_021006C",0,1,
122,"021006c","SALK_021006C",0,1,
123,"021006c","SALK_021006C",0,1,
124,"021006c","SALK_021006C",0,1,
125,"021006c","SALK_021006C",0,1,
126,"021006c","SALK_021006C",0,1,
127,"021006c","SALK_021006C",0,1,
128,"021006c","SALK_021006C",0,1,
129,"021006c","SALK_021006C",0,0,
130,"021006c","SALK_021006C",0,1,
131,"127261c","SALK_127261C",0,0,
132,"127261c","SALK_127261C",0,0,
133,"127261c","SALK_127261C",0,0,
134,"127261c","SALK_127261C",3,1,
135,"127261c","SALK_127261C",0,1,
136,"127261c","SALK_127261C",0,1,
137,"127261c","SALK_127261C",0,1,
138,"127261c","SALK_127261C",0,1,
139,"059835c","SALK_059835C",0,1,
140,"059835c","SALK_059835C",0,1,
141,"059835c","SALK_059835C",0,1,
142,"059835c","SALK_059835C",0,1,
143,"059835c","SALK_059835C",0,1,
144,"059835c","SALK_059835C",0,1,
145,"059835c","SALK_059835C",0,1,
146,"059835c","SALK_059835C",0,1,
147,"059835c","SALK_059835C",0,1,
148,"059835c","SALK_059835C",0,1,
149,"059835c","SALK_059835C",0,1,
150,"059835c","SALK_059835C",3,1,
151,"054680c","SALK_054680C",0,1,
152,"054680c","SALK_054680C",0,1,
153,"054680c","SALK_054680C",0,1,
154,"054680c","SALK_054680C",0,1,
155,"054680c","SALK_054680C",0,1,
156,"054680c","SALK_054680C",0,1,
157,"054680c","SALK_054680C",0,1,
158,"054680c","SALK_054680C",0,1,
159,"054680c","SALK_054680C",0,1,
160,"054680c","SALK_054680C",0,1,
161,"054680c","SALK_054680C",0,1,
162,"054680c","SALK_054680C",0,1,
163,"054680c","SALK_054680C",3,1,
164,"094332c","SALK_094332C",3,1,
165,"094332c","SALK_094332C",0,1,
166,"094332c","SALK_094332C",0,1,
167,"094332c","SALK_094332C",0,1,
168,"094332c","SALK_094332C",0,1,
169,"094332c","SALK_094332C",0,1,
170,"094332c","SALK_094332C",0,1,
171,"094332c","SALK_094332C",0,1,
172,"094332c","SALK_094332C",0,1,
173,"094332c","SALK_094332C",0,1,
174,"094332c","SALK_094332C",0,1,
175,"094332c","SALK_094332C",0,1,
176,"094332c","SALK_094332C",0,1,
177,"094332c","SALK_094332C",0,1,
178,"129274c","SALK_129274C",0,1,
179,"129274c","SALK_129274C",0,1,
180,"129274c","SALK_129274C",0,1,
181,"129274c","SALK_129274C",0,1,
182,"129274c","SALK_129274C",0,1,
183,"129274c","SALK_129274C",0,1,
184,"129274c","SALK_129274C",0,1,
185,"129274c","SALK_129274C",0,1,
186,"129274c","SALK_129274C",3,1,
187,"063976c","SALK_063976C",0,1,
188,"063976c","SALK_063976C",0,1,
189,"063976c","SALK_063976C",0,1,
190,"063976c","SALK_063976C",0,1,
191,"063976c","SALK_063976C",0,1,
192,"063976c","SALK_063976C",0,1,
193,"063976c","SALK_063976C",0,1,
194,"063976c","SALK_063976C",0,1,
195,"063976c","SALK_063976C",3,1,
196,"063976c","SALK_063976C",0,1,
197,"148182c","SALK_148182C",3,1,
198,"148182c","SALK_148182C",0,1,
199,"148182c","SALK_148182C",0,1,
200,"148182c","SALK_148182C",0,1,
201,"004073c","SALK_004073C",0,0,
202,"004073c","SALK_004073C",0,1,
203,"004073c","SALK_004073C",0,1,
204,"004073c","SALK_004073C",0,1,
205,"004073c","SALK_004073C",0,1,
206,"004073c","SALK_004073C",0,1,
207,"004073c","SALK_004073C",0,1,
208,"004073c","SALK_004073C",3,1,
209,"004073c","SALK_004073C",0,1,
210,"004073c","SALK_004073C",0,1,
211,"004073c","SALK_004073C",0,1,
212,"004073c","SALK_004073C",0,0,
213,"018248c","SALK_018248C",0,1,
214,"018248c","SALK_018248C",0,1,
215,"018248c","SALK_018248C",0,1,
216,"018248c","SALK_018248C",0,1,
217,"018248c","SALK_018248C",3,1,
218,"018248c","SALK_018248C",0,1,
219,"018248c","SALK_018248C",0,1,
220,"018248c","SALK_018248C",0,1,
221,"018248c","SALK_018248C",0,1,
222,"018248c","SALK_018248C",0,1,
223,"001014c","SALK_001014C",0,1,
224,"001014c","SALK_001014C",0,1,
225,"001014c","SALK_001014C",0,0,
226,"001014c","SALK_001014C",0,1,
227,"001014c","SALK_001014C",0,1,
228,"001014c","SALK_001014C",0,1,
229,"001014c","SALK_001014C",0,1,
230,"001014c","SALK_001014C",0,1,
231,"001014c","SALK_001014C",0,1,
232,"001014c","SALK_001014C",0,0,
233,"001014c","SALK_001014C",0,1,
234,"002098c","SALK_002098C",3,1,
235,"002098c","SALK_002098C",0,1,
236,"002098c","SALK_002098C",0,1,
237,"002098c","SALK_002098C",0,1,
238,"002098c","SALK_002098C",0,1,
239,"002098c","SALK_002098C",0,0,
240,"104701c","SALK_104701C",0,1,
241,"104701c","SALK_104701C",0,1,
242,"104701c","SALK_104701C",0,1,
243,"104701c","SALK_104701C",0,1,
244,"104701c","SALK_104701C",0,1,
245,"104701c","SALK_104701C",0,1,
246,"104701c","SALK_104701C",0,1,
247,"104701c","SALK_104701C",4,1,
248,"104701c","SALK_104701C",0,0,
249,"104701c","SALK_104701C",0,0,
250,"000234c","SALK_000234C",0,1,
251,"000234c","SALK_000234C",0,1,
252,"000234c","SALK_000234C",0,1,
253,"000234c","SALK_000234C",0,1,
254,"000234c","SALK_000234C",0,1,
255,"000234c","SALK_000234C",0,1,
256,"000234c","SALK_000234C",0,1,
257,"000234c","SALK_000234C",0,1,
258,"000234c","SALK_000234C",5,1,
259,"000234c","SALK_000234C",0,1,
260,"000234c","SALK_000234C",0,1,
261,"004048c","SALK_004048C",0,1,
262,"004048c","SALK_004048C",0,0,
263,"004048c","SALK_004048C",0,1,
264,"004048c","SALK_004048C",0,1,
265,"004048c","SALK_004048C",0,1,
266,"004048c","SALK_004048C",0,1,
267,"004048c","SALK_004048C",0,1,
268,"004048c","SALK_004048C",0,1,
269,"004048c","SALK_004048C",3,1,
270,"004048c","SALK_004048C",0,1,
271,"004048c","SALK_004048C",0,0,
272,"004048c","SALK_004048C",0,1,
273,"004048c","SALK_004048C",0,0,
274,"115125c","SALK_115125C",0,1,
275,"115125c","SALK_115125C",0,1,
276,"115125c","SALK_115125C",0,1,
277,"115125c","SALK_115125C",0,1,
278,"115125c","SALK_115125C",0,1,
279,"115125c","SALK_115125C",0,1,
280,"115125c","SALK_115125C",0,1,
281,"115125c","SALK_115125C",0,1,
282,"115125c","SALK_115125C",4,1,
283,"115125c","SALK_115125C",0,1,
284,"115125c","SALK_115125C",0,1,
285,"115125c","SALK_115125C",0,0,
286,"115125c","SALK_115125C",0,1,
287,"115125c","SALK_115125C",0,1,
288,"121097c","SALK_121097C",0,1,
289,"121097c","SALK_121097C",0,1,
290,"121097c","SALK_121097C",0,1,
291,"121097c","SALK_121097C",0,1,
292,"121097c","SALK_121097C",0,1,
293,"121097c","SALK_121097C",0,1,
294,"121097c","SALK_121097C",0,1,
295,"121097c","SALK_121097C",3,1,
296,"121097c","SALK_121097C",0,0,
297,"008986c","SALK_008986C",0,1,
298,"008986c","SALK_008986C",0,1,
299,"008986c","SALK_008986C",0,1,
300,"008986c","SALK_008986C",0,1,
301,"008986c","SALK_008986C",0,1,
302,"008986c","SALK_008986C",0,1,
303,"008986c","SALK_008986C",3,1,
304,"008986c","SALK_008986C",0,1,
305,"008986c","SALK_008986C",0,1,
306,"008986c","SALK_008986C",0,1,
307,"008986c","SALK_008986C",0,1,
308,"008986c","SALK_008986C",0,1,
309,"057747c","SALK_057747C",0,1,
310,"057747c","SALK_057747C",0,1,
311,"057747c","SALK_057747C",0,1,
312,"057747c","SALK_057747C",0,1,
313,"057747c","SALK_057747C",0,0,
314,"057747c","SALK_057747C",3,1,
315,"057747c","SALK_057747C",0,0,
316,"057747c","SALK_057747C",0,0,
317,"008924c","SALK_008924C",0,1,
318,"008924c","SALK_008924C",0,1,
319,"008924c","SALK_008924C",3,1,
320,"008924c","SALK_008924C",0,0,
321,"008924c","SALK_008924C",0,1,
322,"008924c","SALK_008924C",0,1,
323,"008924c","SALK_008924C",0,1,
324,"008924c","SALK_008924C",0,0,
325,"008924c","SALK_008924C",0,1,
326,"008924c","SALK_008924C",0,1,
327,"008924c","SALK_008924C",0,1,
328,"150522c","SALK_150522C",0,1,
329,"150522c","SALK_150522C",3,1,
330,"015609c","SALK_015609C",0,1,
331,"015609c","SALK_015609C",0,1,
332,"015609c","SALK_015609C",3,1,
333,"015609c","SALK_015609C",0,1,
334,"015609c","SALK_015609C",0,1,
335,"015609c","SALK_015609C",0,1,
336,"015609c","SALK_015609C",0,1,
337,"149325c","SALK_149325C",0,1,
338,"149325c","SALK_149325C",0,1,
339,"149325c","SALK_149325C",0,1,
340,"149325c","SALK_149325C",0,1,
341,"149325c","SALK_149325C",0,1,
342,"149325c","SALK_149325C",0,1,
343,"149325c","SALK_149325C",0,1,
344,"149325c","SALK_149325C",0,1,
345,"149325c","SALK_149325C",0,1,
346,"149325c","SALK_149325C",0,1,
347,"149325c","SALK_149325C",3,1,
348,"149325c","SALK_149325C",0,1,
349,"145362c","SALK_145362C",0,1,
350,"145362c","SALK_145362C",3,1,
351,"145362c","SALK_145362C",0,1,
352,"145362c","SALK_145362C",0,1,
353,"145362c","SALK_145362C",0,1,
354,"145362c","SALK_145362C",0,1,
355,"145362c","SALK_145362C",0,0,
356,"145362c","SALK_145362C",0,1,
357,"030664c","SALK_030664C",0,1,
358,"030664c","SALK_030664C",0,1,
359,"030664c","SALK_030664C",0,1,
360,"030664c","SALK_030664C",0,0,
361,"030664c","SALK_030664C",3,1,
362,"008897c","SALK_008897C",3,1,
363,"008202c","SALK_008202C",0,1,
364,"008202c","SALK_008202C",0,1,
365,"008202c","SALK_008202C",0,0,
366,"008202c","SALK_008202C",0,1,
367,"008202c","SALK_008202C",3,0,
368,"008202c","SALK_008202C",0,1,
369,"008202c","SALK_008202C",0,1,
370,"102656c","SALK_102656C",0,1,
371,"102656c","SALK_102656C",0,1,
372,"102656c","SALK_102656C",0,1,
373,"102656c","SALK_102656C",0,1,
374,"102656c","SALK_102656C",0,1,
375,"102656c","SALK_102656C",3,1,
376,"102656c","SALK_102656C",0,1,
377,"102656c","SALK_102656C",0,1,
378,"119315c","SALK_119315C",0,1,
379,"119315c","SALK_119315C",0,1,
380,"119315c","SALK_119315C",0,1,
381,"119315c","SALK_119315C",0,1,
382,"119315c","SALK_119315C",0,1,
383,"119315c","SALK_119315C",0,1,
384,"119315c","SALK_119315C",0,1,
385,"119315c","SALK_119315C",0,1,
386,"119315c","SALK_119315C",0,1,
387,"119315c","SALK_119315C",0,1,
388,"119315c","SALK_119315C",0,1,
389,"119315c","SALK_119315C",0,0,
390,"119315c","SALK_119315C",3,1,
391,"119315c","SALK_119315C",0,1,
392,"119315c","SALK_119315C",0,1,
393,"119315c","SALK_119315C",0,1,
394,"cs60000","CS60000",0,1,
395,"cs60000","CS60000",0,0,
396,"cs60000","CS60000",0,0,
397,"cs60000","CS60000",0,1,
398,"cs60000","CS60000",0,1,
399,"cs60000","CS60000",0,1,
400,"cs60000","CS60000",3,1,
401,"cs60000","CS60000",0,1,
402,"cs60000","CS60000",0,0,
403,96122,"SALK_096122",3,1,
404,96122,"SALK_096122",3,1,
405,"097633c","SALK_097633C",0,1,
406,"097633c","SALK_097633C",0,1,
407,"097633c","SALK_097633C",0,1,
408,"097633c","SALK_097633C",0,1,
409,"097633c","SALK_097633C",0,1,
410,"097633c","SALK_097633C",0,1,
411,"097633c","SALK_097633C",0,1,
412,"097633c","SALK_097633C",0,1,
413,"097633c","SALK_097633C",0,1,
414,"097633c","SALK_097633C",0,1,
415,"097633c","SALK_097633C",3,1,
416,"097633c","SALK_097633C",0,1,
417,"095299c","SALK_095299C",0,1,
418,"095299c","SALK_095299C",0,1,
419,"095299c","SALK_095299C",0,1,
420,"095299c","SALK_095299C",0,1,
421,"095299c","SALK_095299C",0,1,
422,"095299c","SALK_095299C",3,1,
423,"095299c","SALK_095299C",0,1,
424,"095299c","SALK_095299C",0,1,
425,"025133c","SALK_025133C",0,1,
426,"025133c","SALK_025133C",0,1,
427,"025133c","SALK_025133C",0,1,
428,"025133c","SALK_025133C",0,1,
429,"025133c","SALK_025133C",3,1,
430,"025133c","SALK_025133C",0,1,
431,"025133c","SALK_025133C",0,1,
432,"124095c","SALK_124095C",3,1,
433,"124095c","SALK_124095C",0,1,
434,"124095c","SALK_124095C",0,1,
435,"124095c","SALK_124095C",0,1,
436,"124095c","SALK_124095C",0,1,
437,"120841c","SALK_120841C",0,1,
438,"120841c","SALK_120841C",0,1,
439,"120841c","SALK_120841C",0,1,
440,"120841c","SALK_120841C",0,1,
441,"120841c","SALK_120841C",0,1,
442,"120841c","SALK_120841C",0,1,
443,"120841c","SALK_120841C",0,1,
444,"120841c","SALK_120841C",3,1,
445,"086457c","SALK_086457C",0,1,
446,"086457c","SALK_086457C",0,1,
447,"086457c","SALK_086457C",0,1,
448,"086457c","SALK_086457C",0,1,
449,"086457c","SALK_086457C",0,0,
450,"086457c","SALK_086457C",0,1,
451,"086457c","SALK_086457C",0,1,
452,"086457c","SALK_086457C",0,1,
453,"086457c","SALK_086457C",0,1,
454,"086457c","SALK_086457C",3,1,
455,"086457c","SALK_086457C",0,1,
456,"086457c","SALK_086457C",0,1,
457,"086457c","SALK_086457C",0,1,
458,"084513c","SALK_084513C",0,1,
459,"084513c","SALK_084513C",3,1,
460,"084513c","SALK_084513C",0,0,
461,"011841c","SALK_011841C",0,1,
462,"011841c","SALK_011841C",0,1,
463,"011841c","SALK_011841C",0,1,
464,"011841c","SALK_011841C",0,1,
465,"011841c","SALK_011841C",0,1,
466,"011841c","SALK_011841C",0,1,
467,"011841c","SALK_011841C",0,1,
468,"011841c","SALK_011841C",3,1,
469,"011841c","SALK_011841C",0,1,
470,"011841c","SALK_011841C",0,1,
471,"011841c","SALK_011841C",0,1,
472,"027697c","SALK_027697C",0,1,
473,"027697c","SALK_027697C",0,1,
474,"027697c","SALK_027697C",0,1,
475,"027697c","SALK_027697C",0,1,
476,"027697c","SALK_027697C",0,1,
477,"027697c","SALK_027697C",3,1,
478,"027697c","SALK_027697C",0,1,
479,"027697c","SALK_027697C",0,0,
480,"027697c","SALK_027697C",0,1,
481,"cs60000","CS60000",0,1,
482,"cs60000","CS60000",0,1,
483,"cs60000","CS60000",0,1,
484,"cs60000","CS60000",0,1,
485,"cs60000","CS60000",0,1,
486,"cs60000","CS60000",0,1,
487,"cs60000","CS60000",0,1,
488,"cs60000","CS60000",0,0,
489,"cs60000","CS60000",0,1,
490,"cs60000","CS60000",0,1,
491,"cs60000","CS60000",0,0,
492,"cs60000","CS60000",0,1,
493,"cs60000","CS60000",0,1,
494,"cs60000","CS60000",0,1,
495,"058604c","SALK_058604C",0,1,
496,"058604c","SALK_058604C",0,1,
497,"058604c","SALK_058604C",3,1,
498,"058604c","SALK_058604C",0,1,
499,"058604c","SALK_058604C",0,1,
500,"058604c","SALK_058604C",0,1,
501,"058604c","SALK_058604C",0,1,
502,"058604c","SALK_058604C",0,1,
503,"058604c","SALK_058604C",0,1,
